"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"Q8","SOT23_TRANS","-421.799mil","617.11mil","-384.299mil","657.11mil","-422.299mil","577.11mil","T","180.00","2N3904"
"Q7","SOT23_TRANS","-421.335mil","767.984mil","-458.835mil","727.984mil","-420.835mil","807.984mil","T","360.00","2N3904"
"Q3","SOT23_TRANS","-377.945mil","2398.807mil","-337.945mil","2361.307mil","-417.945mil","2399.307mil","T","90.00","2N3904"
"R53","0603","122.874mil","2060.63mil","92.874mil","2060.63mil","92.874mil","2060.63mil","T","360.00","10K"
"C1","0603","176.701mil","1331.11mil","146.701mil","1331.11mil","146.701mil","1331.11mil","T","360.00","27 pF"
"L12","0603","-103.457mil","2407.346mil","-133.457mil","2407.346mil","-133.457mil","2407.346mil","T","360.00","22nH"
"R43","0603","-873mil","1053mil","-873mil","1023mil","-873mil","1023mil","T","90.00","22"
"R33","0603","-825.835mil","1202.984mil","-795.835mil","1202.984mil","-795.835mil","1202.984mil","T","180.00","22"
"R20","0603","-534.78mil","2203.779mil","-534.78mil","2233.779mil","-534.78mil","2233.779mil","T","270.00","22"
"R3","0603","-87.299mil","743.11mil","-57.299mil","743.11mil","-57.299mil","743.11mil","T","180.00","22"
"R46","0603","-55.299mil","1097.123mil","-25.299mil","1097.123mil","-25.299mil","1097.123mil","T","180.00","2.2K"
"R21","0603","-521.78mil","2337.779mil","-491.78mil","2337.779mil","-491.78mil","2337.779mil","T","180.00","2.2K"
"L4","COIL_TKS5540CT-ND","438.173mil","1434.094mil","438.173mil","1434.094mil","488.173mil","1434.094mil","T","90.00","2.2 mH"
"C33","0603","-706.78mil","2078.779mil","-736.78mil","2078.779mil","-736.78mil","2078.779mil","T","360.00","2 pF"
"D2","SOT23_DIODE","714.882mil","1124.61mil","754.882mil","1087.11mil","754.882mil","1087.11mil","T","90.00","1N914"
"D1","SOT23_DIODE","494.882mil","1022.61mil","454.882mil","1060.11mil","454.882mil","985.11mil","T","270.00","1N914"
"R48","0603","-42mil","2019.63mil","-72mil","2019.63mil","-72mil","2019.63mil","T","360.00","1K"
"R37","0603","579.882mil","835.11mil","549.882mil","835.11mil","549.882mil","835.11mil","T","360.00","1K"
"R26","0603","-287.528mil","2014.023mil","-317.528mil","2014.023mil","-317.528mil","2014.023mil","T","360.00","1K"
"R18","0603","304.882mil","1790.11mil","304.882mil","1820.11mil","304.882mil","1820.11mil","T","270.00","1K"
"R8","0603","43.701mil","843.11mil","13.701mil","843.11mil","13.701mil","843.11mil","T","360.00","1K"
"R29","0603","-928.78mil","2108.102mil","-928.78mil","2078.102mil","-928.78mil","2078.102mil","T","90.00","180"
"L2","0603","260.701mil","1190.11mil","260.701mil","1220.11mil","260.701mil","1220.11mil","T","270.00","8.2nH"
"R47","0603","-211.37mil","572.787mil","-211.37mil","602.787mil","-211.37mil","602.787mil","T","270.00","15K"
"R9","0603","350.701mil","1087.11mil","320.701mil","1087.11mil","320.701mil","1087.11mil","T","360.00","150K"
"C53","CAP_A_CASE","-745.835mil","823.984mil","-680.835mil","823.984mil","-680.835mil","823.984mil","T","180.00","10uF"
"C52","CAP_A_CASE","792.701mil","1488.11mil","792.701mil","1553.11mil","792.701mil","1553.11mil","T","270.00","10uF"
"C25","CAP_A_CASE","719.882mil","925.11mil","654.882mil","925.11mil","654.882mil","925.11mil","T","360.00","10uF"
"C12","CAP_A_CASE","-88.299mil","1347.11mil","-23.299mil","1347.11mil","-23.299mil","1347.11mil","T","180.00","10uF"
"C10","CAP_A_CASE","53.701mil","994.11mil","53.701mil","929.11mil","53.701mil","929.11mil","T","90.00","10uF"
"R49","0603","579.882mil","755.11mil","609.882mil","755.11mil","609.882mil","755.11mil","T","180.00","10K"
"R41","0603","-529.299mil","627.11mil","-529.299mil","597.11mil","-529.299mil","597.11mil","T","90.00","10K"
"R38","0603","-357.299mil","996.11mil","-357.299mil","1026.11mil","-357.299mil","1026.11mil","T","270.00","10K"
"R12","0603","23.701mil","734.11mil","23.701mil","704.11mil","23.701mil","704.11mil","T","90.00","10K"
"C6","0603","259.701mil","1413.11mil","259.701mil","1383.11mil","259.701mil","1383.11mil","T","90.00","100 pF"
"R31","0603","902mil","1288.63mil","902mil","1318.63mil","902mil","1318.63mil","T","270.00","100K"
"R10","0603","48.701mil","645.11mil","18.701mil","645.11mil","18.701mil","645.11mil","T","360.00","100K"
"C58","0603","244.882mil","1790.11mil","244.882mil","1820.11mil","244.882mil","1820.11mil","T","270.00","1000pF"
"C59","0603","-610.299mil","1278.434mil","-640.299mil","1278.434mil","-640.299mil","1278.434mil","T","360.00","15 pF"
"C47","0603","-418.835mil","907.984mil","-418.835mil","877.984mil","-418.835mil","877.984mil","T","90.00","100 pF"
"C44","0603","-575mil","1003.63mil","-575mil","1033.63mil","-575mil","1033.63mil","T","270.00","100 pF"
"C39","0603","-269.118mil","1376.11mil","-299.118mil","1376.11mil","-299.118mil","1376.11mil","T","360.00","100 pF"
"C38","0603","-55.299mil","1157.11mil","-85.299mil","1157.11mil","-85.299mil","1157.11mil","T","360.00","100 pF"
"C36","0603","-886.78mil","2017.779mil","-856.78mil","2017.779mil","-856.78mil","2017.779mil","T","180.00","100 pF"
"C34","0603","-197.528mil","2044.023mil","-197.528mil","2074.023mil","-197.528mil","2074.023mil","T","270.00","100 pF"
"C32","0603","-808.78mil","2183.102mil","-808.78mil","2213.102mil","-808.78mil","2213.102mil","T","270.00","100 pF"
"C27","0603","-572.78mil","2096.779mil","-602.78mil","2096.779mil","-602.78mil","2096.779mil","T","360.00","10 pF"
"C21","0603","549.953mil","1748.338mil","549.953mil","1718.338mil","549.953mil","1718.338mil","T","90.00","100 pF"
"L11","0603","-826.78mil","2078.779mil","-796.78mil","2078.779mil","-796.78mil","2078.779mil","T","180.00","100 nH"
"L8","0603","-594.78mil","2203.779mil","-594.78mil","2173.779mil","-594.78mil","2173.779mil","T","90.00","47 nH"
"Y2","FILTER2","-48.835mil","1844.276mil","0.378mil","1789.158mil","0.378mil","1789.158mil","T","90.00","10.7 Mhz Filter"
"Y1","FILTER2","-268.732mil","1490.001mil","-213.614mil","1539.213mil","-213.614mil","1539.213mil","T","180.00","10.7 Mhz Filter"
"C30","0603","-192.528mil","2267.023mil","-192.528mil","2237.023mil","-192.528mil","2237.023mil","T","90.00","10 pF"
"R16","0603","529.882mil","905.11mil","559.882mil","905.11mil","559.882mil","905.11mil","T","180.00","10"
"C56","0603","866mil","2090.63mil","866mil","2060.63mil","866mil","2060.63mil","T","90.00","4.7pF"
"C15","0603","471.701mil","1293.11mil","441.701mil","1293.11mil","441.701mil","1293.11mil","T","360.00","0.22"
"L14","0603","-418.835mil","1027.984mil","-418.835mil","997.984mil","-418.835mil","997.984mil","T","90.00","0.18uH"
"C16","0603","350.701mil","1255.11mil","320.701mil","1255.11mil","320.701mil","1255.11mil","T","360.00","0.001uF"
"C20","0603","273.701mil","1657.11mil","273.701mil","1627.11mil","273.701mil","1627.11mil","T","90.00","0.5 pF"
"C51","0603","350.701mil","1143.11mil","320.701mil","1143.11mil","320.701mil","1143.11mil","T","360.00",".1uF"
"C50","0603","11.701mil","1211.11mil","41.701mil","1211.11mil","41.701mil","1211.11mil","T","180.00",".1uF"
"C48","0603","-116.299mil","872.11mil","-146.299mil","872.11mil","-146.299mil","872.11mil","T","360.00",".1uF"
"C26","0603","-217mil","2436.63mil","-187mil","2436.63mil","-187mil","2436.63mil","T","180.00",".1uF"
"C22","0603","730.701mil","1938.434mil","700.701mil","1938.434mil","700.701mil","1938.434mil","T","360.00",".1uF"
"C18","0603","683.339mil","1434.472mil","683.339mil","1404.472mil","683.339mil","1404.472mil","T","90.00",".1uF"
"C17","0603","-203.299mil","1747.165mil","-173.299mil","1747.165mil","-173.299mil","1747.165mil","T","180.00",".1uF"
"C14","0603","-203.299mil","1687.165mil","-173.299mil","1687.165mil","-173.299mil","1687.165mil","T","180.00",".1uF"
"C13","0603","-56.299mil","1267.11mil","-26.299mil","1267.11mil","-26.299mil","1267.11mil","T","180.00",".1uF"
"C8","0603","-87.299mil","793.11mil","-57.299mil","793.11mil","-57.299mil","793.11mil","T","180.00",".1uF"
"C7","0603","-203.299mil","1627.165mil","-173.299mil","1627.165mil","-173.299mil","1627.165mil","T","180.00",".1uF"
"C5","0603","-72.299mil","1430.11mil","-42.299mil","1430.11mil","-42.299mil","1430.11mil","T","180.00",".1uF"
"C4","0603","267.701mil","1499.11mil","297.701mil","1499.11mil","297.701mil","1499.11mil","T","180.00","0.1uF"
"C2","0603","176.701mil","1435.11mil","206.701mil","1435.11mil","206.701mil","1435.11mil","T","180.00","0.1uF"
"C41","0603","-825.835mil","1142.984mil","-855.835mil","1142.984mil","-855.835mil","1142.984mil","T","360.00",".001uF"
"L19","0603","732mil","2060.63mil","762mil","2060.63mil","762mil","2060.63mil","T","180.00","5.6 nH"
"R55","0603","401mil","2410.63mil","401mil","2440.63mil","401mil","2440.63mil","T","270.00","1K"
"R56","0603","866mil","2252.63mil","866mil","2222.63mil","866mil","2222.63mil","T","90.00","50"
"C62","0603","259.882mil","1920.11mil","289.882mil","1920.11mil","289.882mil","1920.11mil","T","180.00",".1uF"
"TP4","TESTPOINT","395mil","1905.63mil","395mil","1905.63mil","395mil","1905.63mil","T","180.00","TP"
"TP6","TESTPOINT","395mil","2005.63mil","395mil","2005.63mil","395mil","2005.63mil","T","180.00","GND"
"C9","0603","267.701mil","1550.11mil","297.701mil","1550.11mil","297.701mil","1550.11mil","T","180.00","0.5 pF"
"C54","0603","362.874mil","2060.63mil","332.874mil","2060.63mil","332.874mil","2060.63mil","T","360.00",".1uF"
"R5","0603","242.874mil","2060.63mil","212.874mil","2060.63mil","212.874mil","2060.63mil","T","360.00","3.3K"
"R28","0603","454mil","2043.63mil","454mil","2073.63mil","454mil","2073.63mil","T","270.00","5.6K"
"L5","0603","492mil","1639mil","522mil","1639mil","522mil","1639mil","T","180.00","5.6nh"
"L13","0603","-617mil","1096.63mil","-647mil","1096.63mil","-647mil","1096.63mil","T","360.00","18nh"
"FB104","0603","-251mil","263mil","-251mil","293mil","-251mil","293mil","T","270.00","FB"
"FB105","0603","-151mil","263mil","-151mil","293mil","-151mil","293mil","T","270.00","FB"
"FB6","0603","-453mil","2228.63mil","-423mil","2228.63mil","-423mil","2228.63mil","T","180.00","FB"
"FB106","0603","148mil","263mil","148mil","293mil","148mil","293mil","T","270.00","FB"
"P1","1X6_HEADER","-101mil","137mil","-351mil","137mil","-351mil","137mil","B","360.00","Header 6"
"C101","0603","-99mil","2231.63mil","-129mil","2231.63mil","-129mil","2231.63mil","B","360.00","0.1uF"
"C102","0603","207mil","1324.63mil","207mil","1354.63mil","207mil","1354.63mil","B","270.00","0.1uF"
"C107","0603","-484mil","1137.63mil","-454mil","1137.63mil","-454mil","1137.63mil","B","180.00","0.1uF"
"C109","0603","547mil","2011.63mil","577mil","2011.63mil","577mil","2011.63mil","B","180.00","0.1uF"
"C110","0603","-617mil","2406.63mil","-587mil","2406.63mil","-587mil","2406.63mil","B","180.00","47pF"
"C111","0603","-628mil","2038.63mil","-598mil","2038.63mil","-598mil","2038.63mil","B","180.00","47pF"
"C112","0603","150mil","1582.63mil","180mil","1582.63mil","180mil","1582.63mil","B","180.00","47pF"
"C113","0603","764mil","1577.63mil","734mil","1577.63mil","734mil","1577.63mil","B","360.00","47pF"
"C114","0603","688mil","1697.63mil","658mil","1697.63mil","658mil","1697.63mil","B","360.00","47pF"
"C115","0603","-617mil","2454.63mil","-587mil","2454.63mil","-587mil","2454.63mil","B","180.00","47pF"
"C116","0603","-99mil","2362.63mil","-129mil","2362.63mil","-129mil","2362.63mil","B","360.00","47pF"
"C121","0603","580mil","1900.63mil","610mil","1900.63mil","610mil","1900.63mil","B","180.00","100pF"
"C124","CAP_A_CASE","502mil","600.63mil","567mil","600.63mil","567mil","600.63mil","B","180.00","4.7uF"
"C125","CAP_A_CASE","354mil","665.63mil","354mil","730.63mil","354mil","730.63mil","B","270.00","10uF"
"C301","0603","-527mil","881.63mil","-527mil","851.63mil","-527mil","851.63mil","B","90.00","0.1UF"
"C302","0603","-706mil","981.63mil","-706mil","1011.63mil","-706mil","1011.63mil","B","270.00","0.1UF"
"C303","0603","526mil","982.63mil","496mil","982.63mil","496mil","982.63mil","B","360.00","0.1UF"
"D101","404-1032-2-ND","784mil","1244.63mil","784mil","1244.63mil","784mil","1179.669mil","B","270.00","RLED"
"D102","404-1032-2-ND","137mil","1370.63mil","137mil","1370.63mil","137mil","1435.591mil","B","90.00","BLED"
"D103","404-1032-2-ND","-750mil","2242.63mil","-750mil","2242.63mil","-750mil","2307.59mil","B","90.00","GLED"
"D105","SOD123_021405","523mil","895.63mil","523mil","895.63mil","593mil","895.63mil","B","360.00","MBR0520"
"FB5","0603","256mil","633.63mil","256mil","603.63mil","256mil","603.63mil","B","90.00","FB"
"FB101","0603","-197mil","336.63mil","-227mil","336.63mil","-227mil","336.63mil","B","360.00","FB"
"FB102","0603","316mil","248.63mil","316mil","278.63mil","316mil","278.63mil","B","270.00","FB"
"FB103","0603","-358mil","310.63mil","-358mil","340.63mil","-358mil","340.63mil","B","270.00","FB"
"J101","1X3_HEADER_TEST_PADS","273mil","1818.63mil","273mil","1718.63mil","273mil","1718.63mil","B","90.00","1X3 HEADER"
"J102","1X3_HEADER_TEST_PADS","-350mil","1506.63mil","-350mil","1406.63mil","-350mil","1406.63mil","B","90.00","1X3 HEADER"
"J103","1X3_HEADER_TEST_PADS","-374mil","1811mil","-374mil","1711mil","-374mil","1711mil","B","90.00","1X3 HEADER"
"L102","COIL_BOURNS_SDR7030-330M","782mil","766.63mil","782mil","766.63mil","782mil","678.63mil","B","90.00","2.2uH"
"Q101","SOT23_TRANS","272.5mil","2043.63mil","235mil","2083.63mil","273mil","2003.63mil","B","360.00","2N3904"
"Q102","SOT23_TRANS","-498.5mil","1829.63mil","-461mil","1789.63mil","-499mil","1869.63mil","B","180.00","2N3904"
"R101","0603","170mil","1918.63mil","140mil","1918.63mil","140mil","1918.63mil","B","360.00","10K"
"R102","0603","374mil","1640.63mil","344mil","1640.63mil","344mil","1640.63mil","B","360.00","10K"
"R103","0603","-18mil","1427.63mil","-18mil","1457.63mil","-18mil","1457.63mil","B","270.00","10K"
"R104","0603","-484mil","1190.63mil","-514mil","1190.63mil","-514mil","1190.63mil","B","360.00","10K"
"R105","0603","-622mil","1869.63mil","-652mil","1869.63mil","-652mil","1869.63mil","B","360.00","10K"
"R106","0603","-99mil","2114.63mil","-129mil","2114.63mil","-129mil","2114.63mil","B","360.00","10K"
"R107","0603","-484mil","1245.63mil","-454mil","1245.63mil","-454mil","1245.63mil","B","180.00","10K"
"R108","0603","-425mil","985.63mil","-455mil","985.63mil","-455mil","985.63mil","B","360.00","10K"
"R109","0603","-424mil","1053.63mil","-454mil","1053.63mil","-454mil","1053.63mil","B","360.00","10K"
"R110","0603","712mil","1443.63mil","742mil","1443.63mil","742mil","1443.63mil","B","180.00","10K"
"R111","0603","712mil","1381.63mil","742mil","1381.63mil","742mil","1381.63mil","B","180.00","330"
"R113","0603","-617mil","2355.63mil","-647mil","2355.63mil","-647mil","2355.63mil","B","360.00","100"
"R114","0603","-628mil","2091.63mil","-658mil","2091.63mil","-658mil","2091.63mil","B","360.00","100"
"R115","0603","688mil","1631.63mil","718mil","1631.63mil","718mil","1631.63mil","B","180.00","100"
"R116","0603","-495mil","2454.63mil","-465mil","2454.63mil","-465mil","2454.63mil","B","180.00","100"
"R117","0603","-99mil","2421.63mil","-69mil","2421.63mil","-69mil","2421.63mil","B","180.00","100"
"R118","0603","-634mil","2177.669mil","-664mil","2177.669mil","-664mil","2177.669mil","B","360.00","120"
"R119","0603","157mil","1198.63mil","157mil","1228.63mil","157mil","1228.63mil","B","270.00","180"
"R120","0603","152mil","2053.63mil","152mil","2023.63mil","152mil","2023.63mil","B","90.00","6.8K"
"R121","0603","-461mil","1698.63mil","-461mil","1668.63mil","-461mil","1668.63mil","B","90.00","6.8K"
"R122","0603","150mil","1638.63mil","120mil","1638.63mil","120mil","1638.63mil","B","360.00","10"
"R123","0603","764mil","1514.63mil","794mil","1514.63mil","794mil","1514.63mil","B","180.00","10"
"R126","0603","493mil","1930.63mil","493mil","1900.63mil","493mil","1900.63mil","B","90.00","150"
"R130","0603","368mil","812.63mil","368mil","842.63mil","368mil","842.63mil","B","270.00","40.2K"
"R131","0603","542mil","686.63mil","512mil","686.63mil","512mil","686.63mil","B","360.00","13.3K"
"R132","0603","149mil","1503.63mil","119mil","1503.63mil","119mil","1503.63mil","B","360.00","10K"
"TP119","TESTPOINT_SMT","40mil","1660.63mil","40mil","1660.63mil","40mil","1660.63mil","B","90.00","TP"
"TP120","TESTPOINT_SMT","40mil","1560.63mil","40mil","1560.63mil","40mil","1560.63mil","B","90.00","TP"
"TP121","TESTPOINT","40mil","1460.63mil","40mil","1460.63mil","40mil","1460.63mil","B","90.00","TP"
"U101","SSOP28","426.457mil","1399.291mil","580mil","1565.63mil","580mil","1565.63mil","B","270.00","AWI501C"
